Source 	 Sink 	 Weight
 AMD 	 SNA 	 1.239309
 AMD 	 SNI 	 1.262665
 AMD 	 SNPS 	 1.236511
 AMD 	 SO 	 1.396012
 AMD 	 SPG 	 1.298403
 AMD 	 SPGI 	 1.250808
 AMD 	 SPLS 	 1.317755
 AMD 	 SRCL 	 1.320312
 AMD 	 SRE 	 1.304203
 AMD 	 STI 	 1.220233
 AMD 	 STT 	 1.228355
 AMD 	 STX 	 1.283253
 AMD 	 STZ 	 1.372278
 AMD 	 SWK 	 1.254022
 AMD 	 SWKS 	 1.264847
 AMD 	 SYK 	 1.289678
 AMD 	 SYMC 	 1.267753
 AMD 	 SYY 	 1.322614
 AMD 	 T 	 1.288167
 AMD 	 TAP 	 1.333133
 AMD 	 TDC 	 1.267189
 AMD 	 TDG 	 1.305375
 AMD 	 TEL 	 1.180133
 AMD 	 TGNA 	 1.253015
 AMD 	 TGT 	 1.334181
 AMD 	 TIF 	 1.278785
 AMD 	 TJX 	 1.311838
 AMD 	 TMK 	 1.330733
 AMD 	 TMO 	 1.253771
 AMD 	 TRIP 	 1.29636
 AMD 	 TROW 	 1.275011
 AMD 	 TRV 	 1.257963
 AMD 	 TSCO 	 1.306844
 AMD 	 TSN 	 1.352902
 AMD 	 TSO 	 1.322004
 AMD 	 TSS 	 1.267206
 AMD 	 TWX 	 1.302314
 AMD 	 TXN 	 1.171699
 AMD 	 TXT 	 1.237599
 AMD 	 UAA 	 1.380203
 AMD 	 UAL 	 1.341156
 AMD 	 UDR 	 1.294669
 AMD 	 UHS 	 1.319122
 AMD 	 ULTA 	 1.322382
 AMD 	 UNH 	 1.294729
 AMD 	 UNM 	 1.242793
 AMD 	 UNP 	 1.333042
 AMD 	 UPS 	 1.270059
 AMD 	 URI 	 1.237037
 AMD 	 USB 	 1.232121
 AMD 	 UTX 	 1.253956
 AMD 	 V 	 1.375957
 AMD 	 VAR 	 1.300717
 AMD 	 VFC 	 1.29401
 AMD 	 VIAB 	 1.238651
 AMD 	 VLO 	 1.311003
 AMD 	 VMC 	 1.297136
 AMD 	 VNO 	 1.259535
 AMD 	 VRSK 	 1.278445
 AMD 	 VRSN 	 1.276421
 AMD 	 VRTX 	 1.316355
 AMD 	 VTR 	 1.307433
 AMD 	 VZ 	 1.294813
 AMD 	 WAT 	 1.282256
 AMD 	 WBA 	 1.356513
 AMD 	 WDC 	 1.255019
 AMD 	 WEC 	 1.384861
 AMD 	 WFC 	 1.271882
 AMD 	 WFM 	 1.349584
 AMD 	 WHR 	 1.30147
 AMD 	 WM 	 1.301562
 AMD 	 WMB 	 1.288039
 AMD 	 WMT 	 1.364189
 AMD 	 WU 	 1.234662
 AMD 	 WY 	 1.221516
 AMD 	 WYN 	 1.273351
 AMD 	 WYNN 	 1.293579
 AMD 	 XEC 	 1.269653
 AMD 	 XEL 	 1.377549
 AMD 	 XL 	 1.249432
 AMD 	 XLNX 	 1.188035
 AMD 	 XOM 	 1.286463
 AMD 	 XRAY 	 1.308079
 AMD 	 XRX 	 1.225504
 AMD 	 XYL 	 1.2272
 AMD 	 YHOO 	 1.263359
 AMD 	 YUM 	 1.307561
 AMD 	 ZBH 	 1.288682
 AMD 	 ZION 	 1.232424
 AMD 	 ZTS 	 1.29221
 AME 	 AMG 	 0.8651062
 AME 	 AMGN 	 1.093635
 AME 	 AMP 	 0.8328917
 AME 	 AMT 	 1.138653
 AME 	 AMZN 	 1.197268
 AME 	 AN 	 1.006927
 AME 	 ANTM 	 1.149344
 AME 	 AON 	 0.9690954
 AME 	 APA 	 1.063714
 AME 	 APC 	 1.043583
 AME 	 APD 	 0.9768963
 AME 	 APH 	 1.204042
 AME 	 ARE 	 1.21131
 AME 	 ARNC 	 1.261304
 AME 	 ATVI 	 1.153535
 AME 	 AVB 	 1.225513
 AME 	 AVGO 	 1.08056
 AME 	 AVY 	 0.9998212
 AME 	 AWK 	 1.292963
 AME 	 AXP 	 1.014479
 AME 	 AYI 	 1.078903
 AME 	 AZO 	 1.122411
 AME 	 BA 	 0.947909
 AME 	 BAC 	 0.9044006
 AME 	 BAX 	 1.30636
 AME 	 BBBY 	 1.059759
 AME 	 BBT 	 0.8812397
 AME 	 BBY 	 1.173672
 AME 	 BCR 	 1.178728
 AME 	 BDX 	 1.127841
 AME 	 BEN 	 0.8525596
 AME 	 BF.B 	 1.311837
 AME 	 BHI 	 1.129805
 AME 	 BIIB 	 1.183843
 AME 	 BK 	 0.8779453
 AME 	 BLK 	 0.813048
 AME 	 BLL 	 1.064254
 AME 	 BMY 	 1.232066
 AME 	 BRK.B 	 0.857057
 AME 	 BSX 	 1.129243
 AME 	 BWA 	 0.9322566
 AME 	 BXP 	 1.124451
 AME 	 C 	 0.8650499
 AME 	 CA 	 1.015681
 AME 	 CAG 	 1.289704
 AME 	 CAH 	 1.065261
 AME 	 CAT 	 0.9008353
 AME 	 CB 	 0.9393518
 AME 	 CBG 	 0.9882695
 AME 	 CBOE 	 1.243601
 AME 	 CBS 	 1.069944
 AME 	 CCI 	 1.205427
 AME 	 CCL 	 1.077406
 AME 	 CELG 	 1.228867
 AME 	 CERN 	 1.147422
 AME 	 CF 	 1.339258
 AME 	 CHD 	 1.346176
 AME 	 CHK 	 1.169732
 AME 	 CHRW 	 1.075233
 AME 	 CHTR 	 1.160614
 AME 	 CI 	 1.193483
 AME 	 CINF 	 0.9490772
 AME 	 CL 	 1.104632
 AME 	 CLX 	 1.248539
 AME 	 CMA 	 0.909677
 AME 	 CMCSA 	 1.301978
 AME 	 CME 	 1.06699
 AME 	 CMG 	 1.294671
 AME 	 CMI 	 0.8997536
 AME 	 CMS 	 1.305234
 AME 	 CNC 	 1.283694
 AME 	 CNP 	 1.139807
 AME 	 COF 	 0.9388332
 AME 	 COG 	 1.157355
 AME 	 COH 	 1.107593
 AME 	 COL 	 0.939448
 AME 	 COO 	 1.19442
 AME 	 COP 	 1.029446
 AME 	 COST 	 1.166415
 AME 	 COTY 	 1.23419
 AME 	 CPB 	 1.199794
 AME 	 CRM 	 1.085825
 AME 	 CSCO 	 1.009258
 AME 	 CSX 	 1.006008
 AME 	 CTAS 	 0.9890444
 AME 	 CTL 	 1.200715
 AME 	 CTSH 	 1.092755
 AME 	 CTXS 	 1.087301
 AME 	 CVS 	 1.13827
 AME 	 CVX 	 0.9814223
 AME 	 CXO 	 1.070394
 AME 	 D 	 1.268317
 AME 	 DAL 	 1.088444
 AME 	 DD 	 1.078257
 AME 	 DE 	 1.038881
 AME 	 DFS 	 0.9248561
 AME 	 DG 	 1.236465
 AME 	 DGX 	 1.064992
 AME 	 DHI 	 1.037392
 AME 	 DHR 	 1.010703
 AME 	 DIS 	 1.072409
 AME 	 DISCA 	 1.218552
 AME 	 DISCK 	 1.216924
 AME 	 DISH 	 1.135837
 AME 	 DLPH 	 0.9400971
 AME 	 DLR 	 1.259462
 AME 	 DLTR 	 1.219763
 AME 	 DOV 	 0.8777429
 AME 	 DOW 	 0.9739578
 AME 	 DPS 	 1.219311
 AME 	 DRI 	 1.186465
 AME 	 DTE 	 1.277083
 AME 	 DUK 	 1.327098
 AME 	 DVA 	 1.116755
 AME 	 DVN 	 1.075625
 AME 	 DXC 	 1.259995
 AME 	 EA 	 1.189449
 AME 	 EBAY 	 1.314975
 AME 	 ECL 	 0.9394069
 AME 	 ED 	 1.372315
 AME 	 EFX 	 1.043863
 AME 	 EIX 	 1.310448
 AME 	 EL 	 1.079417
 AME 	 EMN 	 0.9576791
 AME 	 EMR 	 0.8076107
 AME 	 EOG 	 1.034465
 AME 	 EQIX 	 1.145151
 AME 	 EQR 	 1.240613
 AME 	 EQT 	 1.134621
 AME 	 ES 	 1.30132
 AME 	 ESRX 	 1.130347
 AME 	 ESS 	 1.212102
 AME 	 ETFC 	 0.9210353
 AME 	 ETN 	 0.8182935
 AME 	 ETR 	 1.278934
 AME 	 EVHC 	 1.396507
 AME 	 EW 	 1.322183
 AME 	 EXC 	 1.223069
 AME 	 EXPD 	 1.053938
 AME 	 EXPE 	 1.10008
 AME 	 EXR 	 1.264387
 AME 	 F 	 0.9993562
 AME 	 FAST 	 0.9579222
 AME 	 FB 	 1.177583
 AME 	 FBHS 	 0.9883508
 AME 	 FCX 	 1.088857
 AME 	 FDX 	 0.9667673
 AME 	 FE 	 1.211578
 AME 	 FFIV 	 1.100422
 AME 	 FIS 	 1.033337
 AME 	 FISV 	 0.9659337
 AME 	 FITB 	 0.9090896
 AME 	 FL 	 1.147583
 AME 	 FLIR 	 1.033986
 AME 	 FLR 	 0.8958414
 AME 	 FLS 	 0.8643986
 AME 	 FMC 	 1.020204
 AME 	 FOX 	 1.075028
 AME 	 FOXA 	 1.087785
 AME 	 FRT 	 1.189021
 AME 	 FTI 	 1.039039
 AME 	 GD 	 0.9281476
 AME 	 GE 	 0.9258124
 AME 	 GGP 	 1.176131
 AME 	 GILD 	 1.145286
 AME 	 GIS 	 1.148937
 AME 	 GLW 	 0.9799689
 AME 	 GM 	 1.052843
 AME 	 GOOG 	 1.124896
 AME 	 GOOGL 	 1.124632
 AME 	 GPC 	 0.8990176
 AME 	 GPN 	 1.247316
 AME 	 GPS 	 1.21781
 AME 	 GRMN 	 1.099433
 AME 	 GS 	 0.854381
 AME 	 GT 	 1.031282
 AME 	 GWW 	 0.992607
 AME 	 HAL 	 1.013618
 AME 	 HAS 	 1.159978
 AME 	 HBAN 	 0.9215692
 AME 	 HBI 	 1.304323
 AME 	 HCA 	 1.190696
 AME 	 HCN 	 1.329229
 AME 	 HCP 	 1.331274
 AME 	 HD 	 1.022554
 AME 	 HES 	 1.035689
 AME 	 HIG 	 0.9101159
 AME 	 HOG 	 1.079884
 AME 	 HOLX 	 1.074326
 AME 	 HON 	 0.8174745
 AME 	 HP 	 1.042813
 AME 	 HPQ 	 1.246624
 AME 	 HRB 	 1.197219
 AME 	 HRL 	 1.331433
 AME 	 HRS 	 0.9721025
 AME 	 HSIC 	 1.043925
 AME 	 HST 	 1.01852
 AME 	 HSY 	 1.205229
 AME 	 HUM 	 1.231148
 AME 	 IBM 	 1.030125
 AME 	 ICE 	 1.361884
 AME 	 IDXX 	 1.312948
 AME 	 IFF 	 1.085897
 AME 	 ILMN 	 1.181601
 AME 	 INCY 	 1.194549
 AME 	 INTC 	 1.111811
 AME 	 INTU 	 1.044969
 AME 	 IP 	 1.01162
 AME 	 IPG 	 0.9728254
 AME 	 IR 	 0.8763358
 AME 	 IRM 	 1.237001
 AME 	 ISRG 	 1.193804
 AME 	 IT 	 1.031473
 AME 	 ITW 	 0.7909901
 AME 	 IVZ 	 0.8214902
 AME 	 JBHT 	 0.9963543
 AME 	 JCI 	 0.9939398
 AME 	 JEC 	 0.908985
 AME 	 JNJ 	 1.038426
 AME 	 JNPR 	 1.114494
 AME 	 JPM 	 0.8496171
 AME 	 JWN 	 1.188871
 AME 	 K 	 1.174243
 AME 	 KEY 	 0.9293356
 AME 	 KIM 	 1.18037
 AME 	 KLAC 	 1.141577
 AME 	 KMB 	 1.140559
 AME 	 KMI 	 1.125619
 AME 	 KMX 	 1.035892
 AME 	 KO 	 1.163555
 AME 	 KORS 	 1.218937
 AME 	 KR 	 1.324889
 AME 	 KSS 	 1.24463
 AME 	 KSU 	 1.028182
 AME 	 L 	 0.859085
 AME 	 LB 	 1.171125
 AME 	 LEG 	 0.9557347
 AME 	 LEN 	 0.99673
 AME 	 LH 	 1.134576
 AME 	 LKQ 	 1.005375
 AME 	 LLL 	 1.06142
 AME 	 LLY 	 1.198379
 AME 	 LMT 	 1.072741
 AME 	 LNC 	 0.8548309
 AME 	 LNT 	 1.380482
 AME 	 LOW 	 1.036394
 AME 	 LRCX 	 1.047035
 AME 	 LUK 	 0.9587006
 AME 	 LUV 	 1.118141
 AME 	 LVLT 	 1.092672
 AME 	 LYB 	 0.9534564
 AME 	 M 	 1.214168
 AME 	 MA 	 0.9404733
 AME 	 MAA 	 1.261554
 AME 	 MAC 	 1.205406
 AME 	 MAR 	 1.009094
 AME 	 MAS 	 1.037278
 AME 	 MAT 	 1.222448
 AME 	 MCD 	 1.115455
 AME 	 MCHP 	 1.021903
 AME 	 MCK 	 1.136841
 AME 	 MCO 	 0.9482336
 AME 	 MDLZ 	 1.106022
 AME 	 MDT 	 1.100374
 AME 	 MET 	 0.8703181
 AME 	 MHK 	 0.9824919
 AME 	 MJN 	 1.159648
 AME 	 MKC 	 1.125193
 AME 	 MLM 	 0.98061
 AME 	 MMC 	 0.8939783
 AME 	 MMM 	 0.888534
 AME 	 MNK 	 1.225455
 AME 	 MNST 	 1.409559
 AME 	 MO 	 1.236144
 AME 	 MON 	 1.073507
 AME 	 MOS 	 1.089358
 AME 	 MPC 	 1.199692
 AME 	 MRK 	 1.110565
 AME 	 MRO 	 1.081358
 AME 	 MS 	 0.8674441
 AME 	 MSFT 	 1.055999
 AME 	 MSI 	 1.104334
 AME 	 MTB 	 0.9018936
 AME 	 MTD 	 0.960448
 AME 	 MU 	 1.149803
 AME 	 MUR 	 1.072394
 AME 	 MYL 	 1.164574
 AME 	 NAVI 	 1.085064
 AME 	 NBL 	 1.043979
 AME 	 NDAQ 	 1.060508
 AME 	 NEE 	 1.262855
 AME 	 NEM 	 1.361643
 AME 	 NFLX 	 1.32132
 AME 	 NFX 	 1.070558
 AME 	 NI 	 1.36026
 AME 	 NKE 	 1.262461
 AME 	 NLSN 	 1.085021
 AME 	 NOC 	 1.042712
 AME 	 NOV 	 1.06697
 AME 	 NRG 	 1.221039
 AME 	 NSC 	 0.9598604
 AME 	 NTAP 	 1.091121
 AME 	 NTRS 	 0.8694403
 AME 	 NUE 	 0.9839764
 AME 	 NVDA 	 1.202692
 AME 	 NWL 	 1.081017
 AME 	 NWS 	 1.003906
 AME 	 NWSA 	 0.9699045
 AME 	 O 	 1.342827
 AME 	 OKE 	 1.10756
 AME 	 OMC 	 0.9231168
 AME 	 ORCL 	 0.9922607
 AME 	 ORLY 	 1.082139
 AME 	 OXY 	 1.036085
 AME 	 PAYX 	 1.002669
 AME 	 PBCT 	 0.942455
 AME 	 PCAR 	 0.8307597
 AME 	 PCG 	 1.302282
 AME 	 PCLN 	 1.047381
 AME 	 PDCO 	 1.114477
 AME 	 PEG 	 1.253239
 AME 	 PEP 	 1.145705
 AME 	 PFE 	 1.126613
 AME 	 PFG 	 0.8031287
 AME 	 PG 	 1.119989
 AME 	 PGR 	 0.9887987
 AME 	 PH 	 0.8360019
 AME 	 PHM 	 1.048225
 AME 	 PKI 	 0.9734009
 AME 	 PLD 	 1.120267
 AME 	 PM 	 1.178706
 AME 	 PNC 	 0.8484111
 AME 	 PNR 	 0.820972
 AME 	 PNW 	 1.288149
 AME 	 PPG 	 1.186701
 AME 	 PPL 	 1.24135
 AME 	 PRGO 	 1.235186
 AME 	 PRU 	 0.849199
 AME 	 PSA 	 1.225954
 AME 	 PSX 	 0.9425164
 AME 	 PVH 	 1.107239
 AME 	 PWR 	 1.029895
 AME 	 PX 	 0.9149852
 AME 	 PXD 	 1.069474
 AME 	 QCOM 	 1.173019
 AME 	 R 	 0.9431872
 AME 	 RAI 	 1.279957
 AME 	 RCL 	 1.112466
 AME 	 REG 	 1.208143
 AME 	 REGN 	 1.170692
 AME 	 RF 	 0.9015082
 AME 	 RHI 	 1.0262
 AME 	 RHT 	 1.080955
 AME 	 RIG 	 1.107211
 AME 	 RJF 	 0.8819247
 AME 	 RL 	 1.169006
 AME 	 ROK 	 0.7956383
 AME 	 ROP 	 0.8092636
 AME 	 ROST 	 1.287216
 AME 	 RRC 	 1.213477
 AME 	 RSG 	 1.103863
 AME 	 RTN 	 1.047859
 AME 	 SBUX 	 1.280579
 AME 	 SCG 	 1.295713
 AME 	 SCHW 	 0.8688366
 AME 	 SEE 	 1.036945
 AME 	 SHW 	 1.048234
 AME 	 SIG 	 1.131134
 AME 	 SJM 	 1.206421
 AME 	 SLB 	 1.010113
 AME 	 SLG 	 1.104548
 AME 	 SNA 	 0.9322362
 AME 	 SNI 	 1.126127
 AME 	 SNPS 	 1.019203
 AME 	 SO 	 1.333189
 AME 	 SPG 	 1.195701
 AME 	 SPGI 	 0.9498862
 AME 	 SPLS 	 1.164301
 AME 	 SRCL 	 1.200936
 AME 	 SRE 	 1.198252
 AME 	 STI 	 0.8809271
 AME 	 STT 	 0.8880752
 AME 	 STX 	 1.14107
 AME 	 STZ 	 1.174904
 AME 	 SWK 	 0.8973763
 AME 	 SWKS 	 1.069411
 AME 	 SYK 	 1.083114
 AME 	 SYMC 	 1.136356
 AME 	 SYY 	 1.187815
 AME 	 T 	 1.1577
 AME 	 TAP 	 1.210641
 AME 	 TDC 	 1.102284
 AME 	 TDG 	 1.160603
 AME 	 TEL 	 0.8655339
 AME 	 TGNA 	 1.050571
 AME 	 TGT 	 1.213033
 AME 	 TIF 	 1.015279
 AME 	 TJX 	 1.107623
 AME 	 TMK 	 1.123794
 AME 	 TMO 	 0.9605012
 AME 	 TRIP 	 1.154137
 AME 	 TROW 	 0.8676656
 AME 	 TRV 	 1.022234
 AME 	 TSCO 	 1.064669
 AME 	 TSN 	 1.3019
 AME 	 TSO 	 1.095248
 AME 	 TSS 	 1.053671
 AME 	 TWX 	 1.164348
 AME 	 TXN 	 1.002465
 AME 	 TXT 	 0.9262388
 AME 	 UAA 	 1.254429
 AME 	 UAL 	 1.17751
 AME 	 UDR 	 1.224587
 AME 	 UHS 	 1.1923
 AME 	 ULTA 	 1.195282
 AME 	 UNH 	 1.088079
 AME 	 UNM 	 0.9205414
 AME 	 UNP 	 1.204944
 AME 	 UPS 	 0.9620152
 AME 	 URI 	 0.9919042
 AME 	 USB 	 0.8485315
 AME 	 UTX 	 0.9088237
 AME 	 V 	 1.301076
 AME 	 VAR 	 1.064827
 AME 	 VFC 	 1.070698
 AME 	 VIAB 	 1.190194
 AME 	 VLO 	 1.08161
 AME 	 VMC 	 0.980262
 AME 	 VNO 	 1.126137
 AME 	 VRSK 	 1.109464
 AME 	 VRSN 	 1.089062
 AME 	 VRTX 	 1.180217
 AME 	 VTR 	 1.331824
 AME 	 VZ 	 1.156398
 AME 	 WAT 	 1.063657
 AME 	 WBA 	 1.157721
 AME 	 WDC 	 1.11392
 AME 	 WEC 	 1.31911
 AME 	 WFC 	 0.8599401
 AME 	 WFM 	 1.247725
 AME 	 WHR 	 1.070488
 AME 	 WM 	 1.157507
 AME 	 WMB 	 1.155193
 AME 	 WMT 	 1.227986
 AME 	 WU 	 1.016784
 AME 	 WY 	 1.05259
 AME 	 WYN 	 1.02777
 AME 	 WYNN 	 1.155982
 AME 	 XEC 	 1.039489
 AME 	 XEL 	 1.320317
 AME 	 XL 	 0.9909969
 AME 	 XLNX 	 1.016686
 AME 	 XOM 	 0.982894
 AME 	 XRAY 	 1.051844
 AME 	 XRX 	 1.081888
 AME 	 XYL 	 0.8670549
 AME 	 YHOO 	 1.150719
 AME 	 YUM 	 1.204356
 AME 	 ZBH 	 1.113028
 AME 	 ZION 	 0.8891455
 AME 	 ZTS 	 1.173216
 AMG 	 AMGN 	 1.032334
 AMG 	 AMP 	 0.6930191
 AMG 	 AMT 	 1.091292
 AMG 	 AMZN 	 1.161782
 AMG 	 AN 	 1.005747
 AMG 	 ANTM 	 1.138093
 AMG 	 AON 	 0.9852458
 AMG 	 APA 	 1.069472
 AMG 	 APC 	 1.023037
 AMG 	 APD 	 0.9979537
 AMG 	 APH 	 1.229307
 AMG 	 ARE 	 1.195546
 AMG 	 ARNC 	 1.225592
 AMG 	 ATVI 	 1.156395
 AMG 	 AVB 	 1.234633
 AMG 	 AVGO 	 1.073165
 AMG 	 AVY 	 1.024523
 AMG 	 AWK 	 1.34226
 AMG 	 AXP 	 1.02637
 AMG 	 AYI 	 1.084438
 AMG 	 AZO 	 1.157609
 AMG 	 BA 	 0.9769357
 AMG 	 BAC 	 0.7929033
 AMG 	 BAX 	 1.278937
 AMG 	 BBBY 	 1.035943
 AMG 	 BBT 	 0.8168393
 AMG 	 BBY 	 1.175094
 AMG 	 BCR 	 1.198422
 AMG 	 BDX 	 1.102568
 AMG 	 BEN 	 0.6942209
 AMG 	 BF.B 	 1.300717
 AMG 	 BHI 	 1.090282
 AMG 	 BIIB 	 1.142374
 AMG 	 BK 	 0.7675609
 AMG 	 BLK 	 0.6799745
 AMG 	 BLL 	 1.057826
 AMG 	 BMY 	 1.204008
 AMG 	 BRK.B 	 0.8413869
 AMG 	 BSX 	 1.153863
 AMG 	 BWA 	 0.9072798
 AMG 	 BXP 	 1.093843
 AMG 	 C 	 0.7394196
 AMG 	 CA 	 0.9914156
 AMG 	 CAG 	 1.31567
 AMG 	 CAH 	 1.066047
 AMG 	 CAT 	 0.9283058
 AMG 	 CB 	 0.9634116
 AMG 	 CBG 	 0.8718345
 AMG 	 CBOE 	 1.246349
 AMG 	 CBS 	 1.076877
 AMG 	 CCI 	 1.196557
 AMG 	 CCL 	 1.049663
 AMG 	 CELG 	 1.191315
 AMG 	 CERN 	 1.147926
 AMG 	 CF 	 1.317951
 AMG 	 CHD 	 1.350446
 AMG 	 CHK 	 1.141624
 AMG 	 CHRW 	 1.158268
 AMG 	 CHTR 	 1.148228
 AMG 	 CI 	 1.191342
 AMG 	 CINF 	 0.9532932
 AMG 	 CL 	 1.121248
 AMG 	 CLX 	 1.285412
 AMG 	 CMA 	 0.8453768
 AMG 	 CMCSA 	 1.298884
 AMG 	 CME 	 1.077136
 AMG 	 CMG 	 1.25449
 AMG 	 CMI 	 0.9916016
 AMG 	 CMS 	 1.360465
 AMG 	 CNC 	 1.281002
 AMG 	 CNP 	 1.189187
 AMG 	 COF 	 0.8646282
 AMG 	 COG 	 1.182143
 AMG 	 COH 	 1.107149
 AMG 	 COL 	 1.003318
 AMG 	 COO 	 1.184689
 AMG 	 COP 	 1.02409
 AMG 	 COST 	 1.190527
 AMG 	 COTY 	 1.219692
 AMG 	 CPB 	 1.244865
 AMG 	 CRM 	 1.081763
 AMG 	 CSCO 	 1.023068
 AMG 	 CSX 	 1.037612
 AMG 	 CTAS 	 1.045183
 AMG 	 CTL 	 1.153547
 AMG 	 CTSH 	 1.086976
 AMG 	 CTXS 	 1.088944
 AMG 	 CVS 	 1.139345
 AMG 	 CVX 	 1.01418
 AMG 	 CXO 	 1.081274
 AMG 	 D 	 1.322251
 AMG 	 DAL 	 1.082876
 AMG 	 DD 	 1.065633
 AMG 	 DE 	 1.061361
 AMG 	 DFS 	 0.851536
 AMG 	 DG 	 1.243557
 AMG 	 DGX 	 1.068126
 AMG 	 DHI 	 1.020923
 AMG 	 DHR 	 1.058457
 AMG 	 DIS 	 1.026969
 AMG 	 DISCA 	 1.204494
 AMG 	 DISCK 	 1.203332
 AMG 	 DISH 	 1.072207
 AMG 	 DLPH 	 0.9247466
 AMG 	 DLR 	 1.285959
 AMG 	 DLTR 	 1.204298
 AMG 	 DOV 	 0.9335978
 AMG 	 DOW 	 1.015369
 AMG 	 DPS 	 1.239227
 AMG 	 DRI 	 1.176712
 AMG 	 DTE 	 1.328108
 AMG 	 DUK 	 1.373346
 AMG 	 DVA 	 1.0747
 AMG 	 DVN 	 1.018956
 AMG 	 DXC 	 1.270007
 AMG 	 EA 	 1.193284
 AMG 	 EBAY 	 1.265827
 AMG 	 ECL 	 0.9350456
 AMG 	 ED 	 1.435827
 AMG 	 EFX 	 1.015029
 AMG 	 EIX 	 1.373623
 AMG 	 EL 	 1.068919
 AMG 	 EMN 	 0.9644312
 AMG 	 EMR 	 0.9044236
 AMG 	 EOG 	 1.078266
 AMG 	 EQIX 	 1.171784
 AMG 	 EQR 	 1.252093
 AMG 	 EQT 	 1.175567
 AMG 	 ES 	 1.356454
 AMG 	 ESRX 	 1.115097
 AMG 	 ESS 	 1.235994
 AMG 	 ETFC 	 0.8552394
 AMG 	 ETN 	 0.916234
 AMG 	 ETR 	 1.31457
 AMG 	 EVHC 	 1.352155
 AMG 	 EW 	 1.212095
 AMG 	 EXC 	 1.258861
 AMG 	 EXPD 	 1.06569
 AMG 	 EXPE 	 1.127925
 AMG 	 EXR 	 1.297462
 AMG 	 F 	 0.9290072
 AMG 	 FAST 	 0.9894475
 AMG 	 FB 	 1.14157
 AMG 	 FBHS 	 1.055057
 AMG 	 FCX 	 1.046687
 AMG 	 FDX 	 0.9666446
 AMG 	 FE 	 1.285194
 AMG 	 FFIV 	 1.10263
 AMG 	 FIS 	 1.045786
 AMG 	 FISV 	 0.9891742
 AMG 	 FITB 	 0.8493715
 AMG 	 FL 	 1.196335
 AMG 	 FLIR 	 1.040804
 AMG 	 FLR 	 0.9316115
 AMG 	 FLS 	 0.9242181
 AMG 	 FMC 	 1.00108
 AMG 	 FOX 	 1.045898
 AMG 	 FOXA 	 1.061551
 AMG 	 FRT 	 1.234067
 AMG 	 FTI 	 1.033057
 AMG 	 GD 	 0.9936719
 AMG 	 GE 	 0.9853078
 AMG 	 GGP 	 1.187452
 AMG 	 GILD 	 1.137562
 AMG 	 GIS 	 1.202751
 AMG 	 GLW 	 0.9952973
 AMG 	 GM 	 1.026356
 AMG 	 GOOG 	 1.123314
 AMG 	 GOOGL 	 1.12796
 AMG 	 GPC 	 0.968504
 AMG 	 GPN 	 1.239317
 AMG 	 GPS 	 1.201385
 AMG 	 GRMN 	 1.077525
 AMG 	 GS 	 0.7626414
 AMG 	 GT 	 0.970508
 AMG 	 GWW 	 1.046436
 AMG 	 HAL 	 1.044496
 AMG 	 HAS 	 1.175227
 AMG 	 HBAN 	 0.8617068
 AMG 	 HBI 	 1.301233
 AMG 	 HCA 	 1.176581
 AMG 	 HCN 	 1.299813
 AMG 	 HCP 	 1.295464
 AMG 	 HD 	 1.037823
 AMG 	 HES 	 1.014618
 AMG 	 HIG 	 0.8974434
 AMG 	 HOG 	 1.092328
 AMG 	 HOLX 	 1.095817
 AMG 	 HON 	 0.9216952
 AMG 	 HP 	 1.0588
 AMG 	 HPQ 	 1.239881
 AMG 	 HRB 	 1.246747
 AMG 	 HRL 	 1.372358
 AMG 	 HRS 	 0.9471499
 AMG 	 HSIC 	 1.082439
 AMG 	 HST 	 1.033319
 AMG 	 HSY 	 1.272165
 AMG 	 HUM 	 1.234804
 AMG 	 IBM 	 1.02041
 AMG 	 ICE 	 1.34171
 AMG 	 IDXX 	 1.336446
 AMG 	 IFF 	 1.058384
 AMG 	 ILMN 	 1.152645
 AMG 	 INCY 	 1.161567
 AMG 	 INTC 	 1.063966
 AMG 	 INTU 	 1.060924
 AMG 	 IP 	 0.9810945
 AMG 	 IPG 	 1.010899
 AMG 	 IR 	 0.8886658
 AMG 	 IRM 	 1.209874
 AMG 	 ISRG 	 1.192132
 AMG 	 IT 	 1.059127
 AMG 	 ITW 	 0.8972664
 AMG 	 IVZ 	 0.624615
 AMG 	 JBHT 	 1.029088
 AMG 	 JCI 	 1.03339
 AMG 	 JEC 	 0.9680653
 AMG 	 JNJ 	 1.072721
 AMG 	 JNPR 	 1.092644
 AMG 	 JPM 	 0.7771093
 AMG 	 JWN 	 1.168777
 AMG 	 K 	 1.237169
 AMG 	 KEY 	 0.8515723
 AMG 	 KIM 	 1.181742
 AMG 	 KLAC 	 1.180055
 AMG 	 KMB 	 1.17482
 AMG 	 KMI 	 1.096437
 AMG 	 KMX 	 1.028635
 AMG 	 KO 	 1.174576
 AMG 	 KORS 	 1.251505
 AMG 	 KR 	 1.354449
 AMG 	 KSS 	 1.24006
 AMG 	 KSU 	 1.077512
 AMG 	 L 	 0.8660692
 AMG 	 LB 	 1.205105
 AMG 	 LEG 	 1.011538
 AMG 	 LEN 	 0.9832075
 AMG 	 LH 	 1.082771
 AMG 	 LKQ 	 1.019161
 AMG 	 LLL 	 1.098184
 AMG 	 LLY 	 1.190339
 AMG 	 LMT 	 1.148193
